Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined
NCT30,9.1,Non-Edible,0.080417724,Household,48.8718,OUT049,Medium,Tier 1,Supermarket Type1,6.055486216,Non-Consumable
NCG42,19.2,Non-Edible,0.041227831,Household,129.831,OUT046,Small,Tier 1,Supermarket Type1,7.574797162,Non-Consumable
FDB14,20.25,Regular,0.102226474,Canned,91.312,OUT027,Medium,Tier 3,Supermarket Type3,8.031709075,Food
FDO27,6.175,Regular,0.178210285,Meat,95.7752,OUT027,Medium,Tier 3,Supermarket Type3,8.276873776,Food
FDC14,14.5,Regular,0.06904249,Canned,41.4454,OUT010,Small,Tier 3,Grocery Store,3.759929541,Food
FDB49,8.3,Regular,0.052791124,Baking Goods,98.5384,OUT019,Small,Tier 1,Grocery Store,6.383895748,Food
FDZ23,17.75,Regular,0.067607749,Baking Goods,188.024,OUT049,Medium,Tier 1,Supermarket Type1,7.936431394,Food
FDJ52,7.145,Low Fat,0.017887474,Frozen Foods,160.6578,OUT017,Small,Tier 2,Supermarket Type1,7.476492653,Food
FDJ56,8.985,Low Fat,0.184440421,Fruits and Vegetables,99.67,OUT017,Small,Tier 2,Supermarket Type1,8.10068028,Food
NCR54,16.35,Non-Edible,0.091074449,Household,196.811,OUT017,Small,Tier 2,Supermarket Type1,8.113722194,Non-Consumable
DRF01,5.655,Low Fat,0.193996172,Soft Drinks,147.5102,OUT046,Small,Tier 1,Supermarket Type1,7.062604229,Drinks
DRK12,9.5,Low Fat,0.041951439,Soft Drinks,32.49,OUT049,Medium,Tier 1,Supermarket Type1,6.764508271,Drinks
FDL58,5.78,Regular,0.074087369,Snack Foods,264.9568,OUT013,High,Tier 3,Supermarket Type1,8.832890662,Food
FDD44,8.05,Regular,0.078574445,Fruits and Vegetables,257.5646,OUT013,High,Tier 3,Supermarket Type1,8.547585045,Food
FDT50,6.75,Regular,0.108679906,Dairy,95.6752,OUT018,Medium,Tier 3,Supermarket Type2,7.128798707,Food
DRM23,16.6,Low Fat,0.136500981,Hard Drinks,173.3422,OUT017,Small,Tier 2,Supermarket Type1,8.328357536,Drinks
NCM31,6.095,Non-Edible,0.081361288,Others,141.9154,OUT045,Small,Tier 2,Supermarket Type1,7.89933625,Non-Consumable
FDY21,15.1,Low Fat,0.205924754,Snack Foods,197.211,OUT010,Small,Tier 3,Grocery Store,5.28528785,Food
FDR22,19.35,Regular,0.018591464,Snack Foods,112.9544,OUT049,Medium,Tier 1,Supermarket Type1,7.202849414,Food
NCV06,11.3,Non-Edible,0.066952965,Household,192.0478,OUT018,Medium,Tier 3,Supermarket Type2,8.039468568,Non-Consumable
FDR45,10.8,Low Fat,0.029107004,Snack Foods,240.5222,OUT017,Small,Tier 2,Supermarket Type1,8.421215585,Food
FDH60,19.7,Regular,0.09590923,Baking Goods,194.411,OUT049,Medium,Tier 1,Supermarket Type1,8.538501743,Food
FDR08,18.7,Low Fat,0.065872936,Fruits and Vegetables,113.1886,OUT019,Small,Tier 1,Grocery Store,4.720181384,Food
FDA47,10.5,Regular,0.117149075,Baking Goods,164.121,OUT018,Medium,Tier 3,Supermarket Type2,7.492944685,Food
FDS37,7.655,Low Fat,0.031994534,Canned,114.3492,OUT049,Medium,Tier 1,Supermarket Type1,7.525417417,Food
FDF12,8.235,Low Fat,0.08276363,Baking Goods,146.5076,OUT018,Medium,Tier 3,Supermarket Type2,7.394421562,Food
FDP24,20.6,Low Fat,0.083004078,Baking Goods,119.4756,OUT046,Small,Tier 1,Supermarket Type1,6.995381833,Food
FDU20,19.35,Regular,0.021490911,Fruits and Vegetables,122.1098,OUT049,Medium,Tier 1,Supermarket Type1,7.970130601,Food
FDW44,9.5,Regular,0.058835928,Fruits and Vegetables,170.2448,OUT010,Small,Tier 3,Grocery Store,5.144261349,Food
FDY39,5.305,Regular,0.07871639,Meat,183.5608,OUT010,Small,Tier 3,Grocery Store,6.31405951,Food
DRD37,9.8,Low Fat,0.013869809,Soft Drinks,47.406,OUT045,Small,Tier 2,Supermarket Type1,6.887272941,Drinks
FDZ35,9.6,Regular,0.022274264,Breads,101.699,OUT035,Small,Tier 2,Supermarket Type1,8.004289076,Food
FDB50,13,Low Fat,0.153618566,Canned,79.6986,OUT046,Small,Tier 1,Supermarket Type1,7.300522374,Food
FDY10,17.6,Low Fat,0.049267759,Snack Foods,113.0176,OUT018,Medium,Tier 3,Supermarket Type2,7.959953578,Food
FDK41,14.3,Low Fat,0.12826315,Frozen Foods,83.4224,OUT017,Small,Tier 2,Supermarket Type1,6.526171528,Food
FDL24,10.3,Regular,0.02494708,Baking Goods,172.3422,OUT045,Small,Tier 2,Supermarket Type1,8.646745383,Food
FDZ07,15.1,Regular,0.157154813,Fruits and Vegetables,62.2194,OUT010,Small,Tier 3,Grocery Store,5.229814732,Food
DRI03,6.03,Low Fat,0.022832115,Dairy,176.7028,OUT017,Small,Tier 2,Supermarket Type1,7.256877452,Drinks
FDW56,7.68,Low Fat,0.070900282,Fruits and Vegetables,192.6162,OUT046,Small,Tier 1,Supermarket Type1,8.627135757,Food
FDR20,20,Regular,0.028180789,Fruits and Vegetables,46.8744,OUT045,Small,Tier 2,Supermarket Type1,6.809577792,Food
FDC50,15.85,Low Fat,0.136497913,Canned,96.3094,OUT046,Small,Tier 1,Supermarket Type1,7.957626102,Food
NCX05,15.2,Non-Edible,0.162462044,Health and Hygiene,117.6492,OUT010,Small,Tier 3,Grocery Store,5.853774806,Non-Consumable
FDU23,12.15,Low Fat,0.023820083,Breads,164.7184,OUT046,Small,Tier 1,Supermarket Type1,8.284968935,Food
FDN45,19.35,Low Fat,0.118080437,Snack Foods,222.6088,OUT035,Small,Tier 2,Supermarket Type1,8.706347618,Food
FDQ51,16,Regular,0.017466284,Meat,45.4718,OUT027,Medium,Tier 3,Supermarket Type3,7.188873657,Food
FDH21,10.395,Low Fat,0.031073804,Seafood,157.5604,OUT027,Medium,Tier 3,Supermarket Type3,8.649198941,Food
DRZ11,8.85,Regular,0.113302223,Soft Drinks,125.1388,OUT017,Small,Tier 2,Supermarket Type1,7.017102119,Drinks
NCI43,19.85,Non-Edible,0.025968706,Household,49.5376,OUT046,Small,Tier 1,Supermarket Type1,6.915415465,Non-Consumable
DRF03,19.1,Low Fat,0.045400017,Dairy,38.8138,OUT045,Small,Tier 2,Supermarket Type1,6.53876857,Drinks
NCF30,17,Non-Edible,0.126958147,Household,125.8362,OUT017,Small,Tier 2,Supermarket Type1,7.831110598,Non-Consumable
FDB12,11.15,Regular,0.105307659,Baking Goods,102.0648,OUT046,Small,Tier 1,Supermarket Type1,6.946637473,Food
FDW19,12.35,Regular,0.038500421,Fruits and Vegetables,110.757,OUT046,Small,Tier 1,Supermarket Type1,7.097901973,Food
FDB45,20.85,Low Fat,0.02137305,Fruits and Vegetables,103.3306,OUT045,Small,Tier 2,Supermarket Type1,6.260829251,Food
FDY55,16.75,Low Fat,0.081428119,Fruits and Vegetables,255.7988,OUT027,Medium,Tier 3,Supermarket Type3,9.132698433,Food
FDK40,7.035,Low Fat,0.021861694,Frozen Foods,263.291,OUT010,Small,Tier 3,Grocery Store,6.267166392,Food
FDU11,4.785,Low Fat,0.09297084,Breads,122.0098,OUT018,Medium,Tier 3,Supermarket Type2,7.625432425,Food
FDP33,18.7,Low Fat,0.088839949,Snack Foods,254.2672,OUT027,Medium,Tier 3,Supermarket Type3,9.305167672,Food
FDN49,17.25,Regular,0.209600084,Breakfast,40.348,OUT010,Small,Tier 3,Grocery Store,3.712302969,Food
FDR15,9.3,Regular,0.033505804,Meat,153.4314,OUT045,Small,Tier 2,Supermarket Type1,7.817264025,Food
FDO38,17.25,Low Fat,0.072986772,Canned,78.8986,OUT045,Small,Tier 2,Supermarket Type1,7.400541527,Food
DRC24,17.85,Low Fat,0.024961677,Soft Drinks,153.1998,OUT017,Small,Tier 2,Supermarket Type1,8.12698971,Drinks
NCU17,5.32,Non-Edible,0.092433518,Health and Hygiene,101.6674,OUT027,Medium,Tier 3,Supermarket Type3,7.263430243,Non-Consumable
FDK22,9.8,Low Fat,0.026081567,Snack Foods,217.585,OUT035,Small,Tier 2,Supermarket Type1,8.373022545,Food
DRP35,18.85,Low Fat,0.09079168,Hard Drinks,127.1336,OUT013,High,Tier 3,Supermarket Type1,8.18321327,Drinks
NCL29,9.695,Non-Edible,0.113917889,Health and Hygiene,158.2604,OUT035,Small,Tier 2,Supermarket Type1,7.899089214,Non-Consumable
FDG53,10,Low Fat,0.045928229,Frozen Foods,138.118,OUT049,Medium,Tier 1,Supermarket Type1,7.579909644,Food
DRM23,16.6,Low Fat,0.135620265,Hard Drinks,172.9422,OUT013,High,Tier 3,Supermarket Type1,7.983616514,Drinks
FDR09,18.25,Low Fat,0.077709902,Snack Foods,259.6962,OUT035,Small,Tier 2,Supermarket Type1,8.601519671,Food
NCJ30,5.82,Non-Edible,0.134975628,Household,170.579,OUT010,Small,Tier 3,Grocery Store,6.235071292,Non-Consumable
FDZ04,9.31,Low Fat,0.037955094,Frozen Foods,62.151,OUT046,Small,Tier 1,Supermarket Type1,7.092381678,Food
FDM10,18.25,Low Fat,0.076125668,Snack Foods,214.0218,OUT045,Small,Tier 2,Supermarket Type1,7.849971658,Food
FDR21,19.7,Low Fat,0.067039526,Snack Foods,178.337,OUT049,Medium,Tier 1,Supermarket Type1,7.253113631,Food
DRJ49,6.865,Low Fat,0.014021626,Soft Drinks,127.1652,OUT045,Small,Tier 2,Supermarket Type1,7.164451201,Drinks
FDJ15,11.35,Regular,0.023358738,Dairy,184.4608,OUT049,Medium,Tier 1,Supermarket Type1,8.304924692,Food
FDO34,17.7,Low Fat,0.029933275,Snack Foods,169.0816,OUT035,Small,Tier 2,Supermarket Type1,8.556842582,Food
NCG30,20.2,Non-Edible,0.111777297,Household,124.6046,OUT027,Medium,Tier 3,Supermarket Type3,7.960186028,Non-Consumable
FDS60,20.85,Low Fat,0.032448523,Baking Goods,177.866,OUT046,Small,Tier 1,Supermarket Type1,6.984342176,Food
FDX57,17.25,Regular,0.047266211,Snack Foods,97.0068,OUT046,Small,Tier 1,Supermarket Type1,7.52182094,Food
FDS40,15.35,Low Fat,0.01404119,Frozen Foods,38.419,OUT049,Medium,Tier 1,Supermarket Type1,6.167615019,Food
FDT08,13.65,Low Fat,0.04917754,Fruits and Vegetables,151.805,OUT013,High,Tier 3,Supermarket Type1,7.90007699,Food
NCN29,15.2,Non-Edible,0.020280476,Health and Hygiene,49.1034,OUT010,Small,Tier 3,Grocery Store,5.275118338,Non-Consumable
FDY27,6.38,Low Fat,0.031962866,Dairy,178.0344,OUT045,Small,Tier 2,Supermarket Type1,6.284699673,Food
NCR29,7.565,Non-Edible,0.054376275,Health and Hygiene,56.293,OUT027,Medium,Tier 3,Supermarket Type3,7.842940383,Non-Consumable
FDZ02,6.905,Regular,0.063850971,Dairy,97.2726,OUT010,Small,Tier 3,Grocery Store,5.281909491,Food
FDP40,4.555,Regular,0.060154968,Frozen Foods,110.1544,OUT019,Small,Tier 1,Grocery Store,4.726098492,Food
FDE11,17.7,Regular,0.134441765,Starchy Foods,183.9924,OUT027,Medium,Tier 3,Supermarket Type3,8.776357572,Food
DRL35,15.7,Low Fat,0.03067808,Hard Drinks,44.777,OUT013,High,Tier 3,Supermarket Type1,6.408327782,Drinks
FDD56,15.2,Regular,0.103758647,Fruits and Vegetables,177.0054,OUT035,Small,Tier 2,Supermarket Type1,7.998937298,Food
FDO39,6.985,Regular,0.136701678,Meat,182.1608,OUT027,Medium,Tier 3,Supermarket Type3,8.679540858,Food
FDG32,19.85,Low Fat,0.308145448,Fruits and Vegetables,222.0772,OUT019,Small,Tier 1,Grocery Store,6.791792985,Food
FDU50,5.75,Regular,0.074806196,Dairy,112.9176,OUT027,Medium,Tier 3,Supermarket Type3,8.142216938,Food
FDX24,8.355,Low Fat,0.013926425,Baking Goods,93.0462,OUT035,Small,Tier 2,Supermarket Type1,7.013514675,Food
NCN43,12.15,Non-Edible,0.006754117,Others,122.173,OUT013,High,Tier 3,Supermarket Type1,7.858498837,Non-Consumable
FDK34,13.35,Low Fat,0.038540712,Snack Foods,238.7564,OUT018,Medium,Tier 3,Supermarket Type2,7.553732862,Food
NCN41,17,Non-Edible,0.052209303,Health and Hygiene,122.373,OUT046,Small,Tier 1,Supermarket Type1,7.858498837,Non-Consumable
FDW16,17.35,Regular,0.041538713,Frozen Foods,93.1804,OUT049,Medium,Tier 1,Supermarket Type1,7.22926325,Food
FDP46,15.35,Low Fat,0.13064231,Snack Foods,88.383,OUT019,Small,Tier 1,Grocery Store,4.509572965,Food
NCD07,9.1,Non-Edible,0.055382616,Household,115.0518,OUT013,High,Tier 3,Supermarket Type1,6.528119893,Non-Consumable
FDG44,6.13,Low Fat,0.121512963,Fruits and Vegetables,54.1298,OUT046,Small,Tier 1,Supermarket Type1,7.207300456,Food
FDC20,10.65,Low Fat,0.041970938,Fruits and Vegetables,55.4272,OUT019,Small,Tier 1,Grocery Store,4.726098492,Food
FDB23,19.2,Regular,0.005583951,Starchy Foods,226.9062,OUT013,High,Tier 3,Supermarket Type1,8.415187929,Food
DRK59,8.895,Low Fat,0.075757177,Hard Drinks,233.8616,OUT018,Medium,Tier 3,Supermarket Type2,6.844225742,Drinks
FDT31,19.75,Low Fat,0.012467648,Fruits and Vegetables,188.1872,OUT049,Medium,Tier 1,Supermarket Type1,7.807564372,Food
FDB15,10.895,Low Fat,0.137368051,Dairy,264.3568,OUT018,Medium,Tier 3,Supermarket Type2,8.465230705,Food
FDI56,7.325,Low Fat,0.092933158,Fruits and Vegetables,91.0146,OUT027,Medium,Tier 3,Supermarket Type3,8.151089594,Food
NCQ17,10.3,Non-Edible,0.117593973,Health and Hygiene,154.463,OUT017,Small,Tier 2,Supermarket Type1,7.825807658,Non-Consumable
FDH44,19.1,Regular,0.026018497,Fruits and Vegetables,148.2418,OUT017,Small,Tier 2,Supermarket Type1,8.03624276,Food
FDP40,4.555,Regular,0.034410585,Frozen Foods,111.3544,OUT049,Medium,Tier 1,Supermarket Type1,7.202849414,Food
NCR17,9.8,Non-Edible,0.02426524,Health and Hygiene,114.0492,OUT027,Medium,Tier 3,Supermarket Type3,8.278903718,Non-Consumable
NCO53,16.2,Non-Edible,0.176175402,Health and Hygiene,184.0608,OUT017,Small,Tier 2,Supermarket Type1,7.612024777,Non-Consumable
FDG38,8.975,Regular,0.088257771,Canned,84.1224,OUT010,Small,Tier 3,Grocery Store,5.144261349,Food
FDO01,21.1,Regular,0.020750867,Breakfast,128.7994,OUT049,Medium,Tier 1,Supermarket Type1,7.564493111,Food
NCQ43,17.75,Non-Edible,0.111527348,Others,110.2912,OUT045,Small,Tier 2,Supermarket Type1,6.773686142,Non-Consumable
FDU47,12.8,Regular,0.114318263,Breads,142.2838,OUT018,Medium,Tier 3,Supermarket Type2,6.046074411,Food
FDZ02,6.905,Regular,0.038363204,Dairy,98.1726,OUT017,Small,Tier 2,Supermarket Type1,6.377127548,Food
FDS04,10.195,Regular,0.245483691,Frozen Foods,141.8838,OUT010,Small,Tier 3,Grocery Store,5.641792171,Food
FDQ31,5.785,Regular,0.053930934,Fruits and Vegetables,87.3856,OUT049,Medium,Tier 1,Supermarket Type1,6.779758258,Food
FDT57,15.2,Low Fat,0.018942606,Snack Foods,236.0248,OUT027,Medium,Tier 3,Supermarket Type3,8.800519953,Food
FDK50,7.96,Low Fat,0.028339599,Canned,162.4894,OUT013,High,Tier 3,Supermarket Type1,7.484752502,Food
FDB49,8.3,Regular,0.030151351,Baking Goods,98.7384,OUT046,Small,Tier 1,Supermarket Type1,6.201911841,Food
FDN56,5.46,Regular,0.107274301,Fruits and Vegetables,145.5786,OUT045,Small,Tier 2,Supermarket Type1,8.269224582,Food
FDU02,13.35,Low Fat,0.102670882,Dairy,228.6352,OUT049,Medium,Tier 1,Supermarket Type1,8.142216938,Food
FDK26,5.46,Regular,0.032177405,Canned,185.424,OUT046,Small,Tier 1,Supermarket Type1,8.560419717,Food
DRA24,19.35,Regular,0.039734882,Soft Drinks,165.7868,OUT027,Medium,Tier 3,Supermarket Type3,8.49996646,Drinks
FDF53,20.75,Regular,0.083536989,Frozen Foods,180.3318,OUT013,High,Tier 3,Supermarket Type1,8.331088022,Food
NCZ30,6.59,Non-Edible,0.026225693,Household,119.0098,OUT049,Medium,Tier 1,Supermarket Type1,7.836648584,Non-Consumable
FDF14,7.55,Low Fat,0.0273235,Canned,151.934,OUT017,Small,Tier 2,Supermarket Type1,7.516764043,Food
FDU40,20.85,Low Fat,0.03747983,Frozen Foods,192.7478,OUT045,Small,Tier 2,Supermarket Type1,7.66492169,Food
NCL18,18.85,Non-Edible,0.168531813,Household,192.5136,OUT017,Small,Tier 2,Supermarket Type1,7.978380902,Non-Consumable
FDP25,15.2,Low Fat,0.021293909,Canned,218.4824,OUT018,Medium,Tier 3,Supermarket Type2,7.33281175,Food
NCV05,10.1,Non-Edible,0.030269774,Health and Hygiene,152.4656,OUT045,Small,Tier 2,Supermarket Type1,7.984751072,Non-Consumable
FDV49,10,Low Fat,0.025822315,Canned,262.7226,OUT035,Small,Tier 2,Supermarket Type1,8.062392198,Food
FDJ56,8.985,Low Fat,0.183688161,Fruits and Vegetables,100.27,OUT049,Medium,Tier 1,Supermarket Type1,6.907455234,Food
FDI40,11.5,Regular,0.125579201,Frozen Foods,99.7358,OUT035,Small,Tier 2,Supermarket Type1,7.009312993,Food
NCK05,20.1,Non-Edible,0.077079177,Health and Hygiene,61.5536,OUT027,Medium,Tier 3,Supermarket Type3,6.824160604,Non-Consumable
NCI43,19.85,Non-Edible,0.026074491,Household,48.6376,OUT018,Medium,Tier 3,Supermarket Type2,6.356543677,Non-Consumable
NCE42,21.1,Non-Edible,0.010593469,Household,234.2958,OUT013,High,Tier 3,Supermarket Type1,8.226876398,Non-Consumable
FDP40,4.555,Regular,0.034357169,Frozen Foods,112.6544,OUT046,Small,Tier 1,Supermarket Type1,7.895624295,Food
FDU40,20.85,Low Fat,0.037396901,Frozen Foods,193.8478,OUT035,Small,Tier 2,Supermarket Type1,7.905983243,Food
DRK47,7.905,Low Fat,0.064011067,Hard Drinks,230.2694,OUT013,High,Tier 3,Supermarket Type1,8.426915686,Drinks
FDR32,6.78,Regular,0.085981978,Fruits and Vegetables,228.4694,OUT045,Small,Tier 2,Supermarket Type1,8.60920076,Food
FDS43,11.65,Low Fat,0.040318693,Fruits and Vegetables,186.224,OUT027,Medium,Tier 3,Supermarket Type3,8.524059167,Food
FDH50,15,Regular,0.161762835,Canned,185.9266,OUT045,Small,Tier 2,Supermarket Type1,7.856696108,Food
FDZ09,17.6,Low Fat,0.104878967,Snack Foods,164.8868,OUT046,Small,Tier 1,Supermarket Type1,7.807022734,Food
FDS19,13.8,Regular,0.107469819,Fruits and Vegetables,77.8012,OUT010,Small,Tier 3,Grocery Store,5.432426842,Food
NCU30,5.11,Non-Edible,0.034868095,Household,163.821,OUT035,Small,Tier 2,Supermarket Type1,7.659913074,Non-Consumable
FDI27,8.71,Regular,0.046079575,Dairy,43.5744,OUT045,Small,Tier 2,Supermarket Type1,6.012417493,Food
FDQ09,7.235,Low Fat,0.058083831,Snack Foods,113.6834,OUT013,High,Tier 3,Supermarket Type1,5.44400433,Food
FDB35,12.3,Regular,0.064618976,Starchy Foods,89.8804,OUT046,Small,Tier 1,Supermarket Type1,7.160322167,Food
DRD12,6.96,Low Fat,0.077178965,Soft Drinks,93.1146,OUT035,Small,Tier 2,Supermarket Type1,7.691725496,Drinks
FDW07,18,Regular,0.142910689,Fruits and Vegetables,89.6514,OUT049,Medium,Tier 1,Supermarket Type1,7.528643224,Food
DRE13,6.28,Low Fat,0.027682047,Soft Drinks,85.5198,OUT013,High,Tier 3,Supermarket Type1,7.464736743,Drinks
FDR11,10.5,Regular,0.142511272,Breads,158.7578,OUT035,Small,Tier 2,Supermarket Type1,7.717533365,Food
DRG36,14.15,Low Fat,0.09557165,Soft Drinks,171.0106,OUT045,Small,Tier 2,Supermarket Type1,8.320607439,Drinks
DRD37,9.8,Low Fat,0.02316823,Soft Drinks,47.506,OUT010,Small,Tier 3,Grocery Store,5.23337343,Drinks
FDX03,15.85,Regular,0.061045133,Meat,44.7744,OUT013,High,Tier 3,Supermarket Type1,5.204542807,Food
FDU46,10.3,Regular,0.011148865,Snack Foods,84.854,OUT045,Small,Tier 2,Supermarket Type1,6.659275971,Food
FDV03,17.6,Low Fat,0.058091269,Meat,156.2314,OUT046,Small,Tier 1,Supermarket Type1,7.989050692,Food
FDZ37,8.1,Regular,0.019672774,Canned,86.4198,OUT027,Medium,Tier 3,Supermarket Type3,7.559994836,Food
FDI24,10.3,Low Fat,0.078678276,Baking Goods,177.037,OUT013,High,Tier 3,Supermarket Type1,8.217756166,Food
FDX33,9.195,Regular,0.117667492,Snack Foods,159.5578,OUT049,Medium,Tier 1,Supermarket Type1,7.158251239,Food
FDG47,12.8,Low Fat,0.069902438,Starchy Foods,261.3252,OUT018,Medium,Tier 3,Supermarket Type2,8.134827505,Food
FDZ57,10,Regular,0.037757166,Snack Foods,126.7994,OUT035,Small,Tier 2,Supermarket Type1,7.159287239,Food
FDT04,17.25,Low Fat,0.107021498,Frozen Foods,40.5822,OUT035,Small,Tier 2,Supermarket Type1,6.667775795,Food
FDO49,10.6,Regular,0.032892112,Breakfast,49.3008,OUT027,Medium,Tier 3,Supermarket Type3,7.325823302,Food
NCB43,20.2,Non-Edible,0.100477461,Household,187.7898,OUT017,Small,Tier 2,Supermarket Type1,7.716940685,Non-Consumable
NCL53,7.5,Non-Edible,0.036228067,Health and Hygiene,175.2028,OUT035,Small,Tier 2,Supermarket Type1,8.395832012,Non-Consumable
FDM01,7.895,Regular,0.094488485,Breakfast,100.7332,OUT013,High,Tier 3,Supermarket Type1,7.115905713,Food
FDO12,15.75,Low Fat,0.055154296,Baking Goods,195.5452,OUT018,Medium,Tier 3,Supermarket Type2,7.069424367,Food
FDO13,7.865,Low Fat,0.106907604,Breakfast,162.8526,OUT019,Small,Tier 1,Grocery Store,6.203259547,Food
FDI04,13.65,Regular,0.073060301,Frozen Foods,196.2426,OUT045,Small,Tier 2,Supermarket Type1,7.852304473,Food
NCK05,20.1,Non-Edible,0.077439606,Health and Hygiene,60.6536,OUT035,Small,Tier 2,Supermarket Type1,6.888631173,Non-Consumable
FDP28,13.65,Regular,0.080968973,Frozen Foods,259.7936,OUT018,Medium,Tier 3,Supermarket Type2,7.867464057,Food
FDJ44,12.3,Regular,0.106492562,Fruits and Vegetables,176.3396,OUT049,Medium,Tier 1,Supermarket Type1,7.241736415,Food
FDS25,6.885,Regular,0.139330557,Canned,109.5228,OUT027,Medium,Tier 3,Supermarket Type3,8.139500864,Food
FDC02,21.35,Low Fat,0.068822477,Canned,258.3278,OUT046,Small,Tier 1,Supermarket Type1,8.857920733,Food
FDT23,7.72,Regular,0.074669288,Breads,76.3986,OUT013,High,Tier 3,Supermarket Type1,7.246492663,Food
NCD31,12.1,Non-Edible,0.025834128,Household,165.1526,OUT010,Small,Tier 3,Grocery Store,5.108684749,Non-Consumable
FDV19,14.85,Regular,0.035227697,Fruits and Vegetables,159.5578,OUT013,High,Tier 3,Supermarket Type1,7.64345962,Food
NCQ30,7.725,Non-Edible,0.050901814,Household,120.5414,OUT019,Small,Tier 1,Grocery Store,5.904064549,Non-Consumable
NCD18,16,Non-Edible,0.072965144,Household,231.3668,OUT018,Medium,Tier 3,Supermarket Type2,8.435622116,Non-Consumable
FDL10,8.395,Low Fat,0.039492207,Snack Foods,97.3042,OUT046,Small,Tier 1,Supermarket Type1,6.995991589,Food
FDX20,7.365,Low Fat,0.042552205,Fruits and Vegetables,225.172,OUT035,Small,Tier 2,Supermarket Type1,8.130524322,Food
FDM32,20.5,Low Fat,0.020587886,Fruits and Vegetables,89.583,OUT013,High,Tier 3,Supermarket Type1,7.494797222,Food
FDR09,18.25,Low Fat,0.130095044,Snack Foods,257.2962,OUT010,Small,Tier 3,Grocery Store,6.25188924,Food
FDL34,16,Low Fat,0.040747616,Snack Foods,140.2496,OUT027,Medium,Tier 3,Supermarket Type3,8.31736042,Food
NCK42,7.475,Non-Edible,0.013146636,Household,214.5192,OUT045,Small,Tier 2,Supermarket Type1,7.939283445,Non-Consumable
FDU23,12.15,Low Fat,0.02176755,Breads,164.6184,OUT045,Small,Tier 2,Supermarket Type1,8.242420289,Food
DRI01,7.97,Low Fat,0.039095668,Soft Drinks,172.0422,OUT018,Medium,Tier 3,Supermarket Type2,8.646745383,Drinks
FDG16,15.25,Low Fat,0.08995645,Frozen Foods,217.1192,OUT049,Medium,Tier 1,Supermarket Type1,8.082336759,Food
FDY56,16.35,Regular,0.062665642,Fruits and Vegetables,225.6062,OUT018,Medium,Tier 3,Supermarket Type2,7.365777036,Food
FDO24,11.1,Low Fat,0.176182345,Baking Goods,158.1604,OUT035,Small,Tier 2,Supermarket Type1,7.550937125,Food
NCV29,11.8,Non-Edible,0.022843501,Health and Hygiene,177.8686,OUT046,Small,Tier 1,Supermarket Type1,8.438795577,Non-Consumable
FDQ48,14.3,Regular,0.034411238,Baking Goods,98.6726,OUT046,Small,Tier 1,Supermarket Type1,6.66438453,Food
FDU15,13.65,Regular,0.031087983,Meat,36.6532,OUT017,Small,Tier 2,Supermarket Type1,6.628064127,Food
FDS47,16.75,Low Fat,0.128861359,Breads,86.2856,OUT035,Small,Tier 2,Supermarket Type1,7.24933559,Food
FDO50,16.25,Low Fat,0.078290271,Canned,93.1804,OUT049,Medium,Tier 1,Supermarket Type1,7.086273947,Food
FDW48,18,Low Fat,0.008539208,Baking Goods,81.2618,OUT035,Small,Tier 2,Supermarket Type1,6.000941994,Food
FDV20,20.2,Regular,0.100095288,Fruits and Vegetables,125.2678,OUT010,Small,Tier 3,Grocery Store,4.853340343,Food
FDW47,15,Low Fat,0.046447328,Breads,121.5414,OUT049,Medium,Tier 1,Supermarket Type1,7.798862758,Food
FDA07,7.55,Regular,0.030794774,Fruits and Vegetables,122.9072,OUT027,Medium,Tier 3,Supermarket Type3,8.419308308,Food
FDZ16,16.85,Regular,0.159081735,Frozen Foods,193.5478,OUT027,Medium,Tier 3,Supermarket Type3,8.444826177,Food
FDN09,14.15,Low Fat,0.034705807,Snack Foods,241.6828,OUT027,Medium,Tier 3,Supermarket Type3,8.491804817,Food
FDB50,13,Low Fat,0.154487495,Canned,77.2986,OUT017,Small,Tier 2,Supermarket Type1,7.128798707,Food
NCL06,14.65,Non-Edible,0.072178679,Household,262.9594,OUT049,Medium,Tier 1,Supermarket Type1,8.562967001,Non-Consumable
DRG03,14.5,Low Fat,0.061686402,Dairy,153.9998,OUT027,Medium,Tier 3,Supermarket Type3,8.562203497,Drinks
DRM59,5.88,Low Fat,0.003599378,Hard Drinks,152.2998,OUT045,Small,Tier 2,Supermarket Type1,8.031709075,Drinks
FDU25,12.35,Low Fat,0.026832182,Canned,57.3246,OUT017,Small,Tier 2,Supermarket Type1,7.1953867,Food
NCU42,9,Non-Edible,0.019616991,Household,169.6474,OUT017,Small,Tier 2,Supermarket Type1,7.835069429,Non-Consumable
FDH21,10.395,Low Fat,0.05226427,Seafood,158.4604,OUT010,Small,Tier 3,Grocery Store,5.071795616,Food
DRO47,10.195,Low Fat,0.112203445,Hard Drinks,111.786,OUT035,Small,Tier 2,Supermarket Type1,7.437671512,Drinks
FDC44,15.6,Low Fat,0.171761077,Fruits and Vegetables,115.7518,OUT027,Medium,Tier 3,Supermarket Type3,8.585232067,Food
